headcode,origin_location,origin_departure,gps_car_id,total_matching,median_time_error,end,start,iqr_time_error,matched_over_total
2H13,SKPT,2016-03-30 06:14:00,158753,1,1.65,2016-03-30 06:54:00,2016-03-30 06:52:21,0,0.0625
2W04,HULL,2016-03-30 06:53:00,158790,1,3.81666666666667,2016-03-30 06:53:00,2016-03-30 06:49:11,0,0.333333333333333
2H11,MACLSFD,2016-03-30 06:22:00,150132,1,-3.46666666666667,2016-03-30 07:00:28,2016-03-30 06:57:00,0,0.0454545454545455
2D00,MDLSBRO,2016-03-30 06:51:00,156481,2,-0.95,2016-03-30 07:05:47,2016-03-30 06:51:00,1.91666666666667,1
2F91,MNCROXR,2016-03-30 12:16:00,150134,2,2.05,2016-03-30 12:18:00,2016-03-30 12:13:47,1.83333333333333,0.25
2S09,NWMILSC,2016-03-30 07:00:00,150272,3,1.16666666666667,2016-03-30 07:09:00,2016-03-30 07:05:50,2,0.15
2K03,LEEDS,2016-03-30 06:52:00,158859,3,3.51666666666667,2016-03-30 07:21:49,2016-03-30 06:50:29,3.75,0.230769230769231
2C72,MORCAME,2016-03-30 07:00:00,153352,4,-0.366666666666667,2016-03-30 07:11:02,2016-03-30 07:00:00,0.833333333333333,1
2C05,KNRSBGH,2016-03-30 07:00:00,155345,11,-0.583333333333333,2016-03-30 07:47:15,2016-03-30 07:03:00,0.958333333333333,0.916666666666667
5H43,ALERTNS,2016-03-30 06:46:00,156472,2,4.5,2016-03-30 06:44:00,2016-03-30 06:39:00,0.5,0.4
2W73,SELBY,2016-03-30 11:54:00,142079,1,4.7,2016-03-30 12:34:00,2016-03-30 12:29:18,0,0.0769230769230769
5F05,HOLBSDG,2016-03-30 06:29:00,158859,1,4.35,2016-03-30 06:42:00,2016-03-30 06:37:39,0,0.333333333333333
2T71,WIGANWL,2016-03-30 06:07:00,156482,2,0.633333333333333,2016-03-30 06:46:00,2016-03-30 06:42:00,3.41666666666667,0.105263157894737
2H16,LEEDS,2016-03-30 06:57:00,158753,1,4.65,2016-03-30 06:57:00,2016-03-30 06:52:21,0,0.25
2B46,SHEFFLD,2016-03-30 12:36:00,142044,1,2.15,2016-03-30 12:36:00,2016-03-30 12:33:06,0.75,0.5
2M34,LEEDS,2016-03-30 06:51:00,142062,1,-0.133333333333333,2016-03-30 06:51:08,2016-03-30 06:51:00,0,0.2
2S07,NWMILSC,2016-03-30 06:32:00,142052,1,-4.51666666666667,2016-03-30 07:05:31,2016-03-30 07:01:00,0,0.0625
5H27,LNGSTCS,2016-03-30 06:44:00,142017,2,-1.58333333333333,2016-03-30 07:00:20,2016-03-30 06:56:00,2.75,0.2
2A10,SOUTHPT,2016-03-30 11:23:00,156428,4,0.95,2016-03-30 12:33:03,2016-03-30 12:28:33,5.29166666666667,0.173913043478261
1Y24,NTNG,2016-03-30 11:17:00,158902,2,-3.96666666666667,2016-03-30 12:27:28,2016-03-30 12:23:00,0.5,0.0952380952380952
2H07,BUXTON,2016-03-30 11:29:00,156428,1,3.78333333333333,2016-03-30 12:20:00,2016-03-30 12:16:13,0,0.0526315789473684
2R57,SHEFFLD,2016-03-30 06:52:00,158844,2,0.7,2016-03-30 06:58:00,2016-03-30 06:56:18,0.5,0.285714285714286
2H83,MNCRPIC,2016-03-30 07:01:00,150132,2,-0.466666666666667,2016-03-30 07:04:28,2016-03-30 07:00:28,3,0.5
2W09,BRDLNGT,2016-03-30 11:41:00,158860,2,-2.1,2016-03-30 12:23:11,2016-03-30 12:20:00,0.666666666666667,0.166666666666667
2S13,COLNE,2016-03-30 11:21:00,150117,1,4.4,2016-03-30 12:34:00,2016-03-30 12:29:36,0,0.0294117647058824
2N25,HAZL,2016-03-30 11:36:00,150228,5,0.516666666666667,2016-03-30 12:13:44,2016-03-30 12:08:00,7.33333333333333,0.178571428571429
2W63,SELBY,2016-03-30 06:54:00,158859,1,-2.98333333333333,2016-03-30 07:04:59,2016-03-30 07:02:00,0,0.25
2R67,SHEFFLD,2016-03-30 11:24:00,158797,2,3.18333333333333,2016-03-30 12:20:00,2016-03-30 12:15:54,0.583333333333333,0.0740740740740741
2C07,YORK,2016-03-30 06:49:00,153301,2,1.55,2016-03-30 07:08:00,2016-03-30 07:05:32,0.583333333333333,0.25
2J61,BLCKPLN,2016-03-30 06:19:00,150222,2,3.63333333333333,2016-03-30 07:05:00,2016-03-30 07:00:22,0.5,0.133333333333333
2J02,MRSN,2016-03-30 06:15:00,142062,1,2.36666666666667,2016-03-30 07:00:00,2016-03-30 06:57:38,0,0.0434782608695652
2C27,KNRSBGH,2016-03-30 12:06:00,153330,1,-2.46666666666667,2016-03-30 12:26:03,2016-03-30 12:23:00,0.583333333333333,0.125
2H25,ALDEDGE,2016-03-30 11:50:00,150136,1,-4.56666666666667,2016-03-30 12:20:34,2016-03-30 12:16:00,0,0.0555555555555556
1L72,SHEFFLD,2016-03-30 05:50:00,155343,1,0.6,2016-03-30 06:51:19,2016-03-30 06:43:29,3.91666666666667,0.0666666666666667
2H00,MNCRPIC,2016-03-30 06:21:00,150140,3,1.96666666666667,2016-03-30 06:43:00,2016-03-30 06:40:12,0.833333333333333,0.2
2C02,LEEDS,2016-03-30 06:09:00,150137,2,0.1,2016-03-30 07:08:00,2016-03-30 07:03:00,4.83333333333333,0.125
2H02,WIGANWL,2016-03-30 06:30:00,156482,2,-4.03333333333333,2016-03-30 06:53:57,2016-03-30 06:49:00,0.583333333333332,0.222222222222222
2K03,LEEDS,2016-03-30 06:52:00,142062,1,-1.8,2016-03-30 06:56:28,2016-03-30 06:51:08,2.66666666666667,0.142857142857143
2P53,SHEFFLD,2016-03-30 06:44:00,158848,2,1.61666666666667,2016-03-30 06:46:00,2016-03-30 06:42:33,1.83333333333333,0.4
2N23,LEEDS,2016-03-30 11:48:00,153328,2,-0.55,2016-03-30 12:37:33,2016-03-30 12:34:33,2.5,0.0952380952380952
2V05,ILKLEY,2016-03-30 06:33:00,142062,1,3.53333333333333,2016-03-30 07:00:00,2016-03-30 06:56:28,0,0.1
2S31,NWMILSC,2016-03-30 12:30:00,150272,1,3.16666666666667,2016-03-30 12:38:00,2016-03-30 12:34:50,0,0.166666666666667
2P22,LEEDS,2016-03-30 06:45:00,153378,1,0.4,2016-03-30 06:44:00,2016-03-30 06:43:36,0,0.142857142857143
1J25,BRDLNGT,2016-03-30 10:11:00,150132,1,1.7,2016-03-30 12:16:00,2016-03-30 12:14:18,0,0.0384615384615385
1L82,SHEFFLD,2016-03-30 11:50:00,150270,1,-4.03333333333333,2016-03-30 12:31:02,2016-03-30 12:27:00,0,0.0769230769230769
2H31,CHST,2016-03-30 10:59:00,150228,1,-4.23333333333333,2016-03-30 12:29:14,2016-03-30 12:25:00,0,0.025
2C29,YORK,2016-03-30 12:11:00,158790,1,1.41666666666667,2016-03-30 12:11:00,2016-03-30 12:09:35,0,0.0909090909090909
1L82,SHEFFLD,2016-03-30 11:50:00,158850,3,2.65,2016-03-30 12:27:00,2016-03-30 12:21:36,3.16666666666667,0.230769230769231
2S08,MNCRPIC,2016-03-30 06:53:00,150132,2,-1.46666666666667,2016-03-30 07:00:28,2016-03-30 06:57:00,2,0.333333333333333
2J02,MRSN,2016-03-30 06:15:00,150203,2,-0.05,2016-03-30 07:02:00,2016-03-30 07:00:00,0.166666666666667,0.0869565217391304
2C05,HULL,2016-03-30 05:20:00,158845,4,3.95,2016-03-30 07:06:00,2016-03-30 06:52:03,1.29166666666667,0.19047619047619
2F27,MNCROXR,2016-03-30 07:00:00,156428,1,-2.2,2016-03-30 07:04:12,2016-03-30 07:02:00,0,0.25
2T71,WIGANWL,2016-03-30 06:07:00,156425,2,0.683333333333333,2016-03-30 06:46:00,2016-03-30 06:42:00,3.41666666666667,0.105263157894737
2K98,LEEDS,2016-03-30 06:36:00,142062,1,-4.13333333333333,2016-03-30 06:51:08,2016-03-30 06:47:00,0,0.125
1L83,LEEDS,2016-03-30 11:40:00,158842,2,0.483333333333333,2016-03-30 12:13:00,2016-03-30 12:10:51,1.33333333333333,0.142857142857143
2S13,COLNE,2016-03-30 11:21:00,150220,2,3.5,2016-03-30 12:37:00,2016-03-30 12:30:30,1.5,0.0588235294117647
2C01,HAGT,2016-03-30 06:05:00,158842,1,3.81666666666667,2016-03-30 06:41:00,2016-03-30 06:37:11,0,0.125
2K22,MNCRPIC,2016-03-30 12:04:00,150138,1,-4.1,2016-03-30 12:16:06,2016-03-30 12:12:00,0,0.0526315789473684
2F71,WKFLDKG,2016-03-30 12:31:00,150270,4,-0.533333333333333,2016-03-30 12:35:32,2016-03-30 12:30:00,0.166666666666667,1
2C25,YORK,2016-03-30 11:11:00,155345,2,-3.08333333333333,2016-03-30 12:12:35,2016-03-30 12:09:00,1,0.0952380952380952
2W73,SELBY,2016-03-30 11:54:00,158901,2,0.883333333333333,2016-03-30 12:38:00,2016-03-30 12:31:00,3.91666666666667,0.153846153846154
2W71,SELBY,2016-03-30 10:54:00,153378,1,3.56666666666667,2016-03-30 12:10:00,2016-03-30 12:06:26,0,0.04
2H07,BUXTON,2016-03-30 11:29:00,150148,2,-0.366666666666667,2016-03-30 12:10:17,2016-03-30 12:06:57,4.95833333333333,0.105263157894737
2S24,BRADFS,2016-03-30 12:11:00,150273,2,-2.4,2016-03-30 12:28:00,2016-03-30 12:25:00,2.08333333333333,0.153846153846154
2J22,HDRSFLD,2016-03-30 11:59:00,150116,1,-2.53333333333333,2016-03-30 12:34:32,2016-03-30 12:32:00,0,0.0625
2H90,MNCRPIC,2016-03-30 06:49:00,156491,8,-3.71666666666667,2016-03-30 07:19:03,2016-03-30 07:00:33,1.33333333333333,0.444444444444444
2H01,HAZL,2016-03-30 06:50:00,142017,10,-0.333333333333333,2016-03-30 07:11:10,2016-03-30 06:48:50,0.666666666666667,1
2L12,WORKSOP,2016-03-30 06:30:00,150146,2,0.466666666666667,2016-03-30 07:10:59,2016-03-30 06:59:12,4.83333333333333,0.111111111111111
1J01,SOUTHPT,2016-03-30 06:52:00,150119,19,-0.716666666666667,2016-03-30 08:16:13,2016-03-30 06:51:00,1,1
2A50,MDLSBRO,2016-03-30 05:44:00,142088,2,1.18333333333333,2016-03-30 06:53:00,2016-03-30 06:49:54,0.0833333333333335,0.111111111111111
2C45,BAROW,2016-03-30 10:10:00,153304,2,4.31666666666667,2016-03-30 12:25:00,2016-03-30 12:20:41,0,0.0444444444444444
2H40,WRGT,2016-03-30 06:02:00,150146,2,1.71666666666667,2016-03-30 06:45:19,2016-03-30 06:34:32,3.25,0.125
2H51,ROHL,2016-03-30 06:30:00,142052,1,-1.51666666666667,2016-03-30 07:05:31,2016-03-30 07:04:00,0,0.0555555555555556
2D42,MNCRPIC,2016-03-30 12:17:00,150145,1,3.23333333333333,2016-03-30 12:24:00,2016-03-30 12:20:46,0,0.111111111111111
2H42,LVRPLSH,2016-03-30 11:27:00,156420,1,-4.21666666666667,2016-03-30 12:26:43,2016-03-30 12:22:00,0.5,0.0384615384615385
5M00,NEVLTMD,2016-03-30 06:49:00,158796,2,-1.81666666666667,2016-03-30 07:07:54,2016-03-30 06:52:00,0.916666666666667,1
2C24,DONC,2016-03-30 11:52:00,158797,1,-0.9,2016-03-30 12:11:24,2016-03-30 12:10:00,0.5,0.0833333333333333
1B21,BLCKPLN,2016-03-30 12:11:00,150220,1,1.58333333333333,2016-03-30 12:33:00,2016-03-30 12:30:30,0.916666666666667,0.142857142857143
2N22,HEXHAM,2016-03-30 11:43:00,156443,2,1.4,2016-03-30 12:21:00,2016-03-30 12:16:56,2.66666666666667,0.105263157894737
1B17,BLCKPLN,2016-03-30 10:11:00,153332,2,-2.26666666666667,2016-03-30 12:31:16,2016-03-30 12:28:00,1,0.0571428571428571
2K22,MNCRPIC,2016-03-30 07:03:00,142052,2,-2.93333333333333,2016-03-30 07:07:21,2016-03-30 07:03:00,0.416666666666667,0.5
2F13,MNCROXR,2016-03-30 12:14:00,150222,1,4.96666666666667,2016-03-30 12:19:00,2016-03-30 12:14:02,0,0.1
2J58,CLITHRO,2016-03-30 11:45:30,150215,1,-1.2,2016-03-30 12:31:42,2016-03-30 12:30:00,0.5,0.0714285714285714
2F89,MNCRIAP,2016-03-30 12:03:00,150225,2,-3.4,2016-03-30 12:27:44,2016-03-30 12:20:00,0.666666666666667,0.181818181818182
2F00,PRST,2016-03-30 12:35:00,150220,1,2.58333333333333,2016-03-30 12:34:00,2016-03-30 12:30:30,0.916666666666667,0.5
2B14,DONC,2016-03-30 11:26:00,153332,2,4.06666666666667,2016-03-30 12:15:00,2016-03-30 12:07:56,0.416666666666667,0.0952380952380952
2N25,HAZL,2016-03-30 11:36:00,150134,5,0.55,2016-03-30 12:13:47,2016-03-30 12:08:00,7.58333333333333,0.178571428571429
2W64,WIGANNW,2016-03-30 06:24:00,150146,1,-2.06666666666667,2016-03-30 06:56:09,2016-03-30 06:54:00,0.0833333333333335,0.0555555555555556
1F09,PRST,2016-03-30 11:30:00,150204,3,1.3,2016-03-30 12:26:00,2016-03-30 12:17:42,1.16666666666667,0.157894736842105
2B46,SHEFFLD,2016-03-30 12:36:00,158902,2,1.36666666666667,2016-03-30 12:37:08,2016-03-30 12:35:28,1.33333333333333,1
1W36,SHEFFLD,2016-03-30 11:41:00,158797,1,-1.4,2016-03-30 12:24:24,2016-03-30 12:23:00,0,0.0666666666666667
2K03,LEEDS,2016-03-30 06:52:00,158796,1,-0.816666666666667,2016-03-30 06:54:54,2016-03-30 06:54:00,0.0833333333333335,0.142857142857143
1H42,LVRPLSH,2016-03-30 06:16:00,142009,2,3.56666666666667,2016-03-30 06:55:00,2016-03-30 06:50:31,0.916666666666666,0.0869565217391304
2H12,LEEDS,2016-03-30 05:29:00,158905,1,3.73333333333333,2016-03-30 07:03:00,2016-03-30 06:59:16,0,0.04
2S29,SKPT,2016-03-30 12:00:00,150273,1,-3.48333333333333,2016-03-30 12:33:14,2016-03-30 12:29:00,0.75,0.0666666666666667
1F05,PRST,2016-03-30 12:30:00,150149,2,-0.0666666666666669,2016-03-30 12:34:29,2016-03-30 12:28:39,4.41666666666667,0.4
2S13,COLNE,2016-03-30 06:20:00,150149,4,1.68333333333333,2016-03-30 06:46:39,2016-03-30 06:41:00,7.08333333333333,0.19047619047619
2H46,LVRPLSH,2016-03-30 12:27:00,156464,1,4.41666666666667,2016-03-30 12:27:00,2016-03-30 12:22:35,0,0.166666666666667
2N24,SHEFFLD,2016-03-30 12:14:00,158903,4,-4,2016-03-30 12:24:35,2016-03-30 12:14:00,1.625,0.444444444444444
5J03,NEVLTMD,2016-03-30 06:39:00,142062,1,-0.133333333333333,2016-03-30 06:51:08,2016-03-30 06:51:00,0,0.5
2N51,SLFDCT,2016-03-30 12:04:00,150112,3,-2.66666666666667,2016-03-30 12:17:45,2016-03-30 12:14:00,2.125,0.375
2H31,CHST,2016-03-30 10:59:00,142060,1,-4.76666666666667,2016-03-30 12:35:46,2016-03-30 12:31:00,0,0.025
2E47,RCHDALE,2016-03-30 12:30:30,158795,1,4.31666666666667,2016-03-30 12:29:00,2016-03-30 12:24:41,0,0.5
2E33,RCHDALE,2016-03-30 06:27:00,158758,1,-3.16666666666667,2016-03-30 07:03:10,2016-03-30 07:00:00,0,0.0666666666666667
1Y29,LEEDS,2016-03-30 12:05:00,158842,1,-4.01666666666667,2016-03-30 12:26:01,2016-03-30 12:22:00,0,0.111111111111111
2C26,LEEDS,2016-03-30 11:29:00,150144,2,2.95,2016-03-30 12:27:00,2016-03-30 12:23:08,0.583333333333333,0.117647058823529
1Y29,LEEDS,2016-03-30 12:05:00,158792,1,0.683333333333333,2016-03-30 12:09:00,2016-03-30 12:08:19,0,0.111111111111111
2K22,MNCRPIC,2016-03-30 12:04:00,150225,4,-0.0666666666666667,2016-03-30 12:19:00,2016-03-30 12:14:54,3.66666666666667,0.210526315789474
2A66,MNCRIAP,2016-03-30 11:46:00,150134,1,-4.28333333333333,2016-03-30 12:18:17,2016-03-30 12:14:00,0,0.0714285714285714
2F89,MNCRIAP,2016-03-30 12:03:00,156463,2,-1.53333333333333,2016-03-30 12:33:27,2016-03-30 12:31:00,0.583333333333333,0.181818181818182
2V29,ILKLEY,2016-03-30 12:10:00,153332,1,4.73333333333333,2016-03-30 12:36:00,2016-03-30 12:31:16,0,0.1
2C30,LEEDS,2016-03-30 12:29:00,158901,1,-3.2,2016-03-30 12:33:12,2016-03-30 12:30:00,0,0.25
2H02,BLCKPLN,2016-03-30 10:56:00,150225,1,-1.73333333333333,2016-03-30 12:25:24,2016-03-30 12:23:00,0.666666666666667,0.0263157894736842
2E09,RCHDALE,2016-03-30 12:01:30,158753,2,3.65,2016-03-30 12:22:00,2016-03-30 12:17:21,0.5,0.2
2H58,MNCRPIC,2016-03-30 06:35:00,150272,3,-4.66666666666667,2016-03-30 07:05:50,2016-03-30 06:59:00,0.416666666666667,0.157894736842105
3U91,HDRSSDG,2016-03-30 06:21:00,158758,1,-1,2016-03-30 06:57:50,2016-03-30 06:56:00,0.833333333333333,0.2
2H39,SKPT,2016-03-30 12:17:00,150273,3,4.93333333333333,2016-03-30 12:21:00,2016-03-30 12:12:14,0.0833333333333339,0.333333333333333
2L05,WKFLDKG,2016-03-30 06:04:00,142051,1,-3.26666666666667,2016-03-30 06:52:16,2016-03-30 06:49:00,0,0.0833333333333333
2H44,LVRPLSH,2016-03-30 11:55:00,150204,3,0.133333333333333,2016-03-30 12:10:52,2016-03-30 12:06:00,1,0.176470588235294
2W71,SELBY,2016-03-30 10:54:00,155342,3,3.5,2016-03-30 12:32:00,2016-03-30 12:22:10,1.29166666666667,0.12
1Y70,CHFD,2016-03-30 06:26:00,158844,2,-2.3,2016-03-30 06:57:18,2016-03-30 06:54:00,0.5,0.222222222222222
2C01,HAGT,2016-03-30 06:05:00,155343,1,-2.48333333333333,2016-03-30 06:43:29,2016-03-30 06:41:00,0,0.125
2E80,ASHONUL,2016-03-30 12:07:00,150133,2,-0.116666666666667,2016-03-30 12:38:07,2016-03-30 12:37:00,0.5,0.285714285714286
2H42,LVRPLSH,2016-03-30 11:27:00,142060,3,1.65,2016-03-30 12:34:00,2016-03-30 12:30:06,0.916666666666667,0.115384615384615
2L30,SHEFFLD,2016-03-30 12:06:00,158844,2,1.73333333333333,2016-03-30 12:12:00,2016-03-30 12:09:06,0.833333333333333,0.222222222222222
2H50,MNCRPIC,2016-03-30 07:05:00,150132,6,-3.3,2016-03-30 07:32:38,2016-03-30 07:04:28,0.666666666666667,0.375
2J52,CLITHRO,2016-03-30 06:45:00,150103,10,-0.366666666666667,2016-03-30 07:50:27,2016-03-30 06:42:07,1,1
2F13,BUXTON,2016-03-30 06:02:00,150274,8,4.55,2016-03-30 07:44:00,2016-03-30 07:03:00,1,0.228571428571429
2H02,BLCKPLN,2016-03-30 10:56:00,150145,1,3.15,2016-03-30 12:29:00,2016-03-30 12:25:26,0.416666666666667,0.0263157894736842
2L31,LEEDS,2016-03-30 11:33:00,158842,1,-2.85,2016-03-30 12:16:51,2016-03-30 12:14:00,0,0.0666666666666667
2H53,ROHL,2016-03-30 11:53:00,150138,1,0.0666666666666667,2016-03-30 12:21:00,2016-03-30 12:20:56,0,0.0666666666666667
2N51,SLFDCT,2016-03-30 12:04:00,142003,3,-2.7,2016-03-30 12:17:42,2016-03-30 12:14:00,1.95833333333333,0.375
2C24,DONC,2016-03-30 11:52:00,158816,2,-2.6,2016-03-30 12:24:16,2016-03-30 12:20:00,1.33333333333333,0.166666666666667
2H74,MNCRPIC,2016-03-30 12:18:00,150134,2,-3.95,2016-03-30 12:23:57,2016-03-30 12:18:00,2.16666666666667,0.222222222222222
1L72,SHEFFLD,2016-03-30 05:50:00,158753,1,-4.35,2016-03-30 06:52:21,2016-03-30 06:48:00,0,0.0666666666666667
1B21,BLCKPLN,2016-03-30 12:11:00,150149,2,-0.733333333333333,2016-03-30 12:38:00,2016-03-30 12:33:00,3.25,0.285714285714286
1N85,ALERTN,2016-03-30 12:03:00,156464,1,-4.58333333333333,2016-03-30 12:22:35,2016-03-30 12:18:00,0,0.111111111111111
2N91,MNCROXR,2016-03-30 06:19:00,156423,2,-1.36666666666667,2016-03-30 06:44:57,2016-03-30 06:43:00,0.583333333333333,0.105263157894737
2Y87,YORK,2016-03-30 11:06:00,153328,2,2.11666666666667,2016-03-30 12:24:43,2016-03-30 12:20:43,3.5,0.0869565217391304
5V10,BRADFS,2016-03-30 06:34:00,158902,1,0.533333333333333,2016-03-30 07:06:00,2016-03-30 07:05:28,0,0.166666666666667
2B41,HDRSFLD,2016-03-30 11:13:00,153328,2,-1.3,2016-03-30 12:21:53,2016-03-30 12:19:00,1.41666666666667,0.181818181818182
2A77,MNCRPIC,2016-03-30 12:14:00,150145,1,-3.26666666666667,2016-03-30 12:27:16,2016-03-30 12:24:00,0,0.1
2N28,CARLILE,2016-03-30 12:29:00,156480,2,-1.08333333333333,2016-03-30 12:37:05,2016-03-30 12:36:00,0,0.5
2H31,CHST,2016-03-30 10:59:00,150112,1,-4.75,2016-03-30 12:35:45,2016-03-30 12:31:00,0,0.025
2K98,LEEDS,2016-03-30 06:36:00,158796,1,-4.81666666666667,2016-03-30 06:54:54,2016-03-30 06:50:00,0.083333333333333,0.125
2A77,MNCRPIC,2016-03-30 12:14:00,156426,4,3.41666666666667,2016-03-30 12:38:00,2016-03-30 12:32:45,5.83333333333333,0.4
2H71,HADFILD,2016-03-30 06:00:00,142009,1,1.4,2016-03-30 06:48:11,2016-03-30 06:43:01,2.58333333333333,0.0666666666666667
2W22,HULL,2016-03-30 11:44:00,158851,2,-4.65,2016-03-30 12:20:39,2016-03-30 12:16:00,0,0.166666666666667
1Y24,NTNG,2016-03-30 11:17:00,142044,2,-1.6,2016-03-30 12:25:46,2016-03-30 12:23:00,0.833333333333333,0.0952380952380952
2P67,SCNTHRP,2016-03-30 11:19:00,153328,1,-0.55,2016-03-30 12:28:03,2016-03-30 12:27:00,0.5,0.0357142857142857
1J25,BRDLNGT,2016-03-30 10:11:00,158903,1,-0.333333333333333,2016-03-30 12:18:25,2016-03-30 12:14:15,2.08333333333333,0.0384615384615385
1B19,BLCKPLN,2016-03-30 11:11:00,158755,2,-3.35,2016-03-30 12:17:16,2016-03-30 12:13:00,0.583333333333333,0.0952380952380952
2B14,DONC,2016-03-30 11:26:00,158849,1,-3.81666666666667,2016-03-30 12:18:49,2016-03-30 12:15:00,0,0.0476190476190476
2N25,HAZL,2016-03-30 11:36:00,156429,1,-3.8,2016-03-30 12:30:48,2016-03-30 12:27:00,0,0.0357142857142857
1B21,BLCKPLN,2016-03-30 12:11:00,156482,1,2.55,2016-03-30 12:11:00,2016-03-30 12:08:27,0,0.142857142857143
2H31,CHST,2016-03-30 10:59:00,150134,1,-4.28333333333333,2016-03-30 12:29:17,2016-03-30 12:25:00,0,0.025
2C27,KNRSBGH,2016-03-30 12:06:00,150143,2,-0.483333333333333,2016-03-30 12:10:24,2016-03-30 12:09:00,0.583333333333333,0.25
2F00,PRST,2016-03-30 12:35:00,150149,1,-2.23333333333333,2016-03-30 12:37:59,2016-03-30 12:34:00,1.75,0.5
2H31,CHST,2016-03-30 10:59:00,150138,1,4.23333333333333,2016-03-30 12:31:00,2016-03-30 12:26:46,0,0.025
2F73,MNCROXR,2016-03-30 06:45:00,150138,1,0.566666666666667,2016-03-30 06:55:00,2016-03-30 06:54:06,0.333333333333333,0.1
1B16,YORK,2016-03-30 09:18:00,150117,3,-3.26666666666667,2016-03-30 12:10:16,2016-03-30 12:06:00,1,0.0714285714285714
2N51,SLFDCT,2016-03-30 12:04:00,150222,1,-3.53333333333333,2016-03-30 12:25:32,2016-03-30 12:22:00,0,0.125
2H07,BUXTON,2016-03-30 11:29:00,150145,4,-3.26666666666667,2016-03-30 12:20:46,2016-03-30 12:12:00,1.83333333333333,0.210526315789474
2C75,LANCSTR,2016-03-30 12:04:00,150203,1,1.11666666666667,2016-03-30 12:10:00,2016-03-30 12:08:53,0,0.2
2H02,BLCKPLN,2016-03-30 10:56:00,150138,2,-3.6,2016-03-30 12:26:46,2016-03-30 12:20:56,3.41666666666667,0.0526315789473684
1F09,PRST,2016-03-30 11:30:00,156464,3,1.25,2016-03-30 12:26:00,2016-03-30 12:17:45,1.33333333333333,0.157894736842105
2C49,HULL,2016-03-30 12:19:00,158796,2,0.7,2016-03-30 12:38:00,2016-03-30 12:36:23,0.583333333333333,0.666666666666667
2F89,MNCRIAP,2016-03-30 12:03:00,150228,2,-0.733333333333333,2016-03-30 12:25:00,2016-03-30 12:20:00,3.16666666666667,0.181818181818182
2H11,MACLSFD,2016-03-30 06:22:00,142017,3,3,2016-03-30 06:43:00,2016-03-30 06:39:10,0.833333333333333,0.136363636363636
2F13,BUXTON,2016-03-30 06:02:00,142017,3,0.5,2016-03-30 06:44:00,2016-03-30 06:39:10,7.33333333333333,0.157894736842105
2B01,LEEDS,2016-03-30 06:20:00,142044,3,-3.76666666666667,2016-03-30 07:03:06,2016-03-30 06:58:00,2.58333333333333,0.142857142857143
2T90,LEEDS,2016-03-30 06:25:00,158901,3,2.86666666666667,2016-03-30 06:44:08,2016-03-30 06:40:00,1,0.230769230769231
1F91,MNCRIAP,2016-03-30 06:40:00,142009,1,4.81666666666667,2016-03-30 06:53:00,2016-03-30 06:48:11,0,0.0833333333333333
2W71,SELBY,2016-03-30 10:54:00,153301,2,-1.33333333333333,2016-03-30 12:20:00,2016-03-30 12:10:00,2.08333333333333,0.08
1F91,MNCRIAP,2016-03-30 06:40:00,150274,1,4.21666666666667,2016-03-30 06:56:00,2016-03-30 06:51:47,0,0.0833333333333333
2A77,MNCRPIC,2016-03-30 12:14:00,150134,3,-2.78333333333333,2016-03-30 12:28:07,2016-03-30 12:18:17,2.45833333333333,0.3
2F83,MNCRIAP,2016-03-30 11:03:00,150274,2,-1.53333333333333,2016-03-30 12:16:27,2016-03-30 12:14:00,0.583333333333333,0.0769230769230769
2H74,MNCRPIC,2016-03-30 12:18:00,150228,2,-3.9,2016-03-30 12:23:54,2016-03-30 12:18:00,2.08333333333333,0.222222222222222
2B15,LEEDS,2016-03-30 12:21:00,158792,1,4.01666666666667,2016-03-30 12:20:00,2016-03-30 12:15:59,0,0.125
2H02,WIGANWL,2016-03-30 06:30:00,150222,1,-0.366666666666667,2016-03-30 06:44:42,2016-03-30 06:44:00,0.333333333333333,0.111111111111111
2M08,LEEDS,2016-03-30 11:18:00,155342,2,3.5,2016-03-30 12:09:30,2016-03-30 12:05:00,4.08333333333333,0.117647058823529
2H42,LVRPLSH,2016-03-30 06:19:00,150110,2,-1.38333333333333,2016-03-30 06:58:48,2016-03-30 06:57:00,0.833333333333333,0.117647058823529
2N29,NWCSTLE,2016-03-30 12:22:00,156443,2,0.816666666666667,2016-03-30 12:32:00,2016-03-30 12:29:16,1.08333333333333,0.4
2H40,WRGT,2016-03-30 06:02:00,150272,1,2.5,2016-03-30 06:43:00,2016-03-30 06:40:30,0,0.0625
2C05,HULL,2016-03-30 05:20:00,142051,2,-1.76666666666667,2016-03-30 06:58:46,2016-03-30 06:56:00,0.5,0.0952380952380952
2C05,KNRSBGH,2016-03-30 07:00:00,158784,2,1.73333333333333,2016-03-30 07:10:00,2016-03-30 07:06:16,1,0.222222222222222
5A82,MNCRPIC,2016-03-30 06:52:00,156491,4,-2.8,2016-03-30 07:12:33,2016-03-30 07:00:33,2.375,0.363636363636364
2F71,WIGANWL,2016-03-30 06:37:00,150112,6,-0.583333333333333,2016-03-30 07:14:00,2016-03-30 06:49:00,0.666666666666667,0.857142857142857
2J03,LEEDS,2016-03-30 06:56:00,142062,19,-0.633333333333333,2016-03-30 07:46:58,2016-03-30 06:51:08,0.916666666666667,1
