headcode,origin_location,origin_departure,gps_car_id,total_matching,median_time_error,end,start,iqr_time_error,matched_over_total
1A09,LEEDS,2015-03-17 07:15:00,82211,2,1.225,2015-03-17 07:47:00,2015-03-17 07:43:55,1.14166666666667,0.153846153846154
1B81,LINCLNC,2015-03-17 07:20:00,82205,2,-2.23333333333333,2015-03-17 07:46:38,2015-03-17 07:43:00,0.6,0.4
5S09,BNDSGRN,2015-03-17 07:49:00,82204,2,-1.30833333333333,2015-03-17 08:04:11,2015-03-17 08:01:00,1.875,0.666666666666667
1D01,KNGX,2015-03-17 05:50:00,82214,1,-2.18333333333333,2015-03-17 07:58:11,2015-03-17 07:56:00,0,0.0285714285714286
1A13,SKPT,2015-03-17 06:55:00,82211,1,1.43333333333333,2015-03-17 07:58:00,2015-03-17 07:56:34,0,0.0588235294117647
1D03,KNGX,2015-03-17 07:05:00,40704,1,-2.95,2015-03-17 08:00:57,2015-03-17 07:58:00,0,0.0625
1E04,EDINBUR,2015-03-17 06:55:00,82212,1,3.28333333333333,2015-03-17 08:02:00,2015-03-17 07:58:43,0,0.0714285714285714
1A12,HULL,2015-03-17 07:00:00,40708,1,4.9,2015-03-17 07:53:00,2015-03-17 07:48:06,0,0.0833333333333333
1B81,LINCLNC,2015-03-17 07:20:00,82215,1,4.2,2015-03-17 07:56:00,2015-03-17 07:51:48,0,0.2
1N80,KNGX,2015-03-17 07:08:00,82222,1,-2.36666666666667,2015-03-17 07:40:22,2015-03-17 07:38:00,0,0.0625
1N04,KNGX,2015-03-17 06:15:00,40704,3,-0.433333333333333,2015-03-17 07:42:00,2015-03-17 07:39:00,1.70833333333333,0.111111111111111
1N80,KNGX,2015-03-17 07:08:00,82203,1,4.6,2015-03-17 07:57:00,2015-03-17 07:52:24,0,0.0625
